interaction_id,session_id,user_id,timestamp_utc,split,use_case,model_provider,model_name,account_tier,channel,region,segment,latency_ms,prompt_tokens,completion_tokens,total_tokens,tokens_per_second,cost_usd,tool_calls_count,temperature,top_p,max_tokens,retry_index,response_quality_score,user_feedback_score,failure_type,is_failure,is_failure_was_missing,safety_block_flag,hallucination_flag,toxicity_flag,formatting_error_flag,tool_error_flag,latency_timeout_flag
i0001236,s000009,u00061,2025-03-01 15:10:54+00:00,train,support,openai,gpt,enterprise,api,mena,enterprise,1441.33,172,42,214,148.47,0.000428,0,0.63,0.68,1243,0,0.84,0.817,none,False,False,False,False,False,False,False,False
i0001237,s000266,u00175,2025-01-29 15:29:18+00:00,train,summarization,openai,gpt,pro,mobile,mena,consumer,2098.86,128,694,822,391.64,0.001644,0,0.89,0.83,1345,2,0.816,0.034,none,False,False,False,False,False,False,False,False
i0001238,s000483,u00076,2025-01-29 01:30:37+00:00,train,search,anthropic,claude,free,mobile,us,enterprise,965.93,155,49,204,211.19,0.000816,0,0.87,0.84,1962,1,0.363,0.957,none,False,False,False,False,False,False,False,False
i0001239,s000035,u00267,2025-01-08 14:30:09+00:00,train,search,google,gemini,enterprise,api,apac,consumer,2550.92,269,699,968,379.47,0.001936,1,1.04,0.65,1195,2,0.306,-0.478,none,False,False,False,False,False,False,False,False
i0001240,s000408,u00044,2025-02-18 22:40:03+00:00,train,analytics,local,llama,free,web,apac,consumer,1692.01,223,197,420,248.23,0.00084,0,0.67,0.68,469,2,0.765,-0.012,hallucination,True,False,False,True,False,False,False,False
i0001241,s000270,u00178,2025-02-12 18:52:23+00:00,val,analytics,local,llama,pro,api,apac,smb,2224.84,213,595,808,363.17,0.001616,1,1.11,0.98,1478,1,0.456,0.263,none,False,False,False,False,False,False,False,False
i0001242,s000362,u00268,2025-02-21 04:59:07+00:00,train,coding,local,llama,pro,mobile,eu,smb,1282.84,196,76,272,212.03,0.001088,0,1.07,0.8,234,1,0.945,0.686,none,False,False,False,False,False,False,False,False
i0001243,s000049,u00204,2025-01-06 21:54:08+00:00,val,search,google,gemini,free,mobile,mena,consumer,1766.3,270,333,603,341.39,0.002412,0,1.02,0.68,1747,1,0.895,0.886,none,False,False,False,False,False,False,False,False
i0001244,s000435,u00131,2025-01-13 16:23:22+00:00,train,search,google,gemini,enterprise,api,apac,smb,2314.66,285,388,673,290.76,0.002692,0,0.28,0.92,696,1,0.561,-0.123,none,False,False,False,False,False,False,False,False
i0001245,s000006,u00258,2025-02-22 01:22:00+00:00,val,support,anthropic,claude,pro,web,us,consumer,1474.56,55,668,723,490.32,0.002892,0,0.64,0.79,1514,2,0.664,0.796,none,False,False,False,False,False,False,False,False
i0001246,s000454,u00008,2025-01-03 03:04:44+00:00,test,coding,openai,gpt,pro,mobile,us,enterprise,1327.29,89,104,193,145.41,0.000386,0,0.88,0.86,429,1,0.878,-0.809,none,False,False,False,False,False,False,False,False
i0001247,s000329,u00043,2025-01-31 22:06:36+00:00,test,analytics,anthropic,claude,free,web,apac,enterprise,1138.5,162,44,206,180.94,0.001236,0,1.17,0.72,908,1,0.897,0.723,none,False,False,False,False,False,False,False,False
i0001248,s000169,u00101,2025-01-25 05:01:49+00:00,train,analytics,google,gemini,enterprise,api,eu,enterprise,2338.1,196,460,656,280.57,0.003936,0,0.01,0.62,1463,2,0.646,-0.605,none,False,False,False,False,False,False,False,False
i0001249,s000004,u00132,2025-02-26 02:19:20+00:00,train,summarization,google,gemini,free,mobile,us,smb,2034.97,398,53,451,221.63,0.000902,0,0.39,0.67,1320,2,0.978,0.468,none,False,False,False,False,False,False,False,False
i0001250,s000306,u00043,2025-02-21 10:49:22+00:00,train,support,google,gemini,enterprise,api,us,smb,1849.92,361,548,909,491.37,0.001818,0,0.41,0.99,139,1,0.617,0.878,none,False,False,False,False,False,False,False,False
i0001251,s000044,u00107,2025-02-23 12:36:52+00:00,train,coding,openai,gpt,free,mobile,mena,smb,1145.29,273,46,319,278.53,0.000638,0,0.35,0.85,194,1,0.233,0.732,none,False,False,False,False,False,False,False,False
i0001252,s000305,u00163,2025-01-18 13:45:15+00:00,train,search,google,gemini,free,web,eu,smb,1948.3,52,679,731,375.2,0.004386,1,0.98,0.93,2011,1,0.65,-0.784,none,False,False,False,False,False,False,False,False
i0001253,s000387,u00021,2025-02-05 15:48:45+00:00,train,analytics,local,llama,free,mobile,eu,smb,1814.71,76,382,458,252.38,0.000916,0,0.05,0.61,1143,1,0.822,-0.068,formatting_error,True,False,False,False,False,True,False,False
i0001254,s000134,u00168,2025-02-12 23:58:21+00:00,train,search,openai,gpt,enterprise,web,apac,enterprise,2764.65,204,664,868,313.96,0.001736,0,0.43,0.91,1770,1,0.988,0.63,none,False,False,False,False,False,False,False,False
i0001255,s000120,u00035,2025-02-28 18:13:18+00:00,test,support,google,gemini,enterprise,api,apac,enterprise,1455.3,251,106,357,245.31,0.002142,1,0.85,0.79,267,0,0.284,0.613,tool_error,True,False,False,False,False,False,True,False
i0001256,s000111,u00084,2025-01-01 00:37:20+00:00,test,analytics,google,gemini,pro,web,eu,consumer,1968.69,277,205,482,244.83,0.001928,0,0.49,0.87,1070,1,0.552,0.366,none,False,False,False,False,False,False,False,False
i0001257,s000113,u00167,2025-02-28 02:07:32+00:00,train,support,openai,gpt,enterprise,api,us,consumer,1458.35,91,329,420,288.0,0.00084,1,0.17,0.74,1234,1,0.669,-1.0,none,False,False,False,False,False,False,False,False
i0001258,s000057,u00164,2025-01-22 00:00:27+00:00,train,search,google,gemini,pro,web,apac,smb,1215.06,359,39,398,327.56,0.001592,1,0.73,0.85,1896,0,0.905,0.919,none,False,False,False,False,False,False,False,False
i0001259,s000125,u00257,2025-01-08 09:29:08+00:00,train,coding,anthropic,claude,enterprise,mobile,apac,enterprise,1353.63,217,89,306,226.06,0.001224,1,0.63,0.61,1492,2,0.773,1.0,none,False,False,False,False,False,False,False,False
i0001260,s000330,u00167,2025-02-06 08:24:31+00:00,train,support,anthropic,claude,free,mobile,apac,smb,1865.56,253,244,497,266.41,0.000994,0,1.18,0.62,1333,2,0.385,0.298,formatting_error,True,False,False,False,False,True,False,False
i0001261,s000152,u00085,2025-02-16 22:24:17+00:00,test,search,anthropic,claude,pro,web,us,consumer,1516.09,54,521,575,379.26,0.0023,0,0.9,0.92,691,0,0.888,0.337,none,False,False,False,False,False,False,False,False
i0001262,s000391,u00225,2025-01-08 08:47:15+00:00,val,support,anthropic,claude,pro,web,eu,consumer,2003.28,336,501,837,417.81,0.003348,0,1.18,0.65,2036,0,0.731,0.502,none,False,False,False,False,False,False,False,False
i0001263,s000410,u00005,2025-01-03 00:44:08+00:00,train,coding,local,llama,pro,api,us,smb,1467.27,235,79,314,214.0,0.001256,0,0.22,0.61,757,1,0.916,1.0,none,False,False,False,False,False,False,False,False
i0001264,s000381,u00002,2025-02-23 21:12:43+00:00,test,analytics,google,gemini,enterprise,mobile,mena,enterprise,1104.4,120,60,180,162.98,0.00108,1,0.91,0.96,662,2,0.867,0.35,safety_block,True,False,True,False,False,False,False,False
i0001265,s000270,u00178,2025-02-26 06:14:47+00:00,val,support,openai,gpt,enterprise,api,us,enterprise,1861.31,154,466,620,333.1,0.00248,1,0.66,0.71,1517,1,0.303,0.085,none,False,False,False,False,False,False,False,False
i0001266,s000159,u00152,2025-01-10 21:54:07+00:00,train,search,anthropic,claude,pro,mobile,apac,consumer,1040.42,167,264,431,414.26,0.001724,1,0.86,0.83,2042,2,0.968,0.429,none,False,False,False,False,False,False,False,False
i0001267,s000465,u00002,2025-02-24 18:35:12+00:00,val,support,anthropic,claude,enterprise,web,eu,smb,1898.27,49,558,607,319.76,0.002428,0,0.56,0.94,1773,0,0.563,0.193,none,False,False,False,False,False,False,False,False
i0001268,s000103,u00242,2025-02-24 21:07:57+00:00,train,coding,anthropic,claude,free,mobile,mena,enterprise,1861.24,379,222,601,322.9,0.001202,0,0.25,0.9,474,1,0.986,0.2,none,False,False,False,False,False,False,False,False
i0001269,s000233,u00006,2025-03-01 19:40:23+00:00,train,summarization,anthropic,claude,free,web,us,consumer,1685.38,329,266,595,353.04,0.00119,0,0.05,0.62,1693,2,0.35,-0.86,none,False,False,False,False,False,False,False,False
i0001270,s000227,u00243,2025-01-13 03:26:10+00:00,train,support,google,gemini,free,api,eu,enterprise,1664.92,358,169,527,316.53,0.003162,0,1.01,0.82,806,2,0.835,0.514,toxicity,True,False,False,False,True,False,False,False
i0001271,s000373,u00124,2025-02-04 15:01:42+00:00,test,search,google,gemini,free,api,eu,smb,1382.31,167,201,368,266.22,0.001472,0,0.98,0.82,554,0,0.444,0.903,none,False,False,False,False,False,False,False,False
i0001272,s000274,u00288,2025-03-01 09:53:25+00:00,train,summarization,openai,gpt,enterprise,api,apac,enterprise,1743.61,240,500,740,424.41,0.00148,0,0.2,0.74,1923,2,0.236,0.812,none,False,False,False,False,False,False,False,False
i0001273,s000400,u00094,2025-02-24 15:05:26+00:00,train,analytics,google,gemini,pro,web,apac,consumer,1921.28,204,340,544,283.14,0.001088,0,0.77,0.9,1951,0,0.995,0.771,none,False,False,False,False,False,False,False,False
i0001274,s000460,u00032,2025-02-06 17:54:04+00:00,train,summarization,openai,gpt,pro,web,mena,consumer,2185.23,211,468,679,310.72,0.001358,0,0.89,0.99,839,0,0.443,0.168,none,False,False,False,False,False,False,False,False
i0001275,s000196,u00027,2025-01-12 12:01:22+00:00,val,summarization,google,gemini,pro,mobile,us,smb,1352.19,252,73,325,240.35,0.00065,1,0.67,0.66,178,2,0.264,0.287,none,False,False,False,False,False,False,False,False
i0001276,s000438,u00279,2025-01-06 07:30:09+00:00,test,summarization,anthropic,claude,free,mobile,apac,smb,2594.88,202,384,586,225.83,0.001172,1,0.38,0.66,530,2,0.888,0.915,none,False,False,False,False,False,False,False,False
i0001277,s000085,u00189,2025-01-16 21:59:31+00:00,train,analytics,local,llama,pro,web,eu,consumer,1886.08,318,331,649,344.1,0.002596,2,1.06,0.89,1167,0,0.546,0.72,toxicity,True,False,False,False,True,False,False,False
i0001278,s000459,u00253,2025-01-04 15:55:03+00:00,train,search,local,llama,enterprise,web,mena,enterprise,1840.97,61,639,700,380.23,0.0014,0,0.77,0.78,242,2,0.661,1.0,none,False,False,False,False,False,False,False,False
i0001279,s000089,u00231,2025-01-12 21:15:10+00:00,train,support,anthropic,claude,free,mobile,us,consumer,1535.0,109,307,416,271.01,0.001664,0,0.86,0.92,564,2,0.988,-0.204,none,False,False,False,False,False,False,False,False
i0001280,s000426,u00060,2025-01-05 05:41:29+00:00,train,support,local,llama,free,mobile,eu,smb,1174.57,361,90,451,383.97,0.002706,0,0.78,0.66,413,0,0.585,-0.207,none,False,False,False,False,False,False,False,False
i0001281,s000196,u00027,2025-02-15 20:07:05+00:00,val,coding,google,gemini,enterprise,web,us,consumer,2541.62,357,494,851,334.83,0.005106,0,0.87,0.62,1956,0,0.254,0.0,none,False,False,False,False,False,False,False,False
i0001282,s000483,u00076,2025-02-05 07:45:43+00:00,train,support,anthropic,claude,enterprise,mobile,eu,consumer,1194.67,334,121,455,380.86,0.00273,1,0.17,0.88,810,0,0.753,-0.366,none,False,False,False,False,False,False,False,False
i0001283,s000065,u00124,2025-02-01 11:03:06+00:00,train,analytics,openai,gpt,free,api,mena,consumer,1806.44,172,638,810,448.4,0.00162,0,1.11,1.0,857,2,0.768,-0.593,none,False,False,False,False,False,False,False,False
i0001284,s000233,u00006,2025-02-18 20:39:01+00:00,train,summarization,local,llama,free,api,apac,enterprise,1166.46,204,280,484,414.93,0.001936,1,0.34,0.64,936,1,0.355,0.481,none,False,False,False,False,False,False,False,False
i0001285,s000451,u00289,2025-01-25 08:30:47+00:00,train,analytics,local,llama,enterprise,api,apac,smb,1591.0,49,553,602,378.38,0.002408,0,1.0,0.95,153,1,0.636,0.44,none,False,False,False,False,False,False,False,False
i0001286,s000024,u00279,2025-01-25 06:00:43+00:00,train,summarization,anthropic,claude,free,web,apac,enterprise,1766.16,140,465,605,342.55,0.00121,0,1.07,0.75,1169,1,0.495,0.348,none,False,False,False,False,False,False,False,False
i0001287,s000133,u00028,2025-01-13 21:58:23+00:00,val,support,openai,gpt,enterprise,web,apac,enterprise,1777.83,301,336,637,358.3,0.003822,0,0.78,0.61,1879,1,0.24,0.412,none,False,False,False,False,False,False,False,False
i0001288,s000042,u00228,2025-01-27 23:08:37+00:00,train,support,google,gemini,pro,web,eu,smb,2159.33,163,417,580,268.6,0.00232,0,0.72,0.8,1690,1,0.449,-0.678,none,False,False,False,False,False,False,False,False
i0001289,s000161,u00299,2025-01-11 07:27:57+00:00,train,search,openai,gpt,enterprise,web,eu,smb,1968.11,212,144,356,180.88,0.001424,0,0.13,0.71,609,0,0.928,-0.088,none,False,False,False,False,False,False,False,False
i0001290,s000196,u00027,2025-02-05 07:21:00+00:00,val,search,anthropic,claude,enterprise,web,us,smb,1323.34,84,70,154,116.37,0.000308,1,0.52,0.88,153,1,0.44,0.024,none,False,False,False,False,False,False,False,False
i0001291,s000310,u00033,2025-03-01 05:27:50+00:00,train,support,anthropic,claude,free,web,us,consumer,2189.35,218,541,759,346.68,0.001518,0,0.73,0.72,1612,0,0.378,0.229,none,False,False,False,False,False,False,False,False
i0001292,s000129,u00173,2025-02-01 00:33:52+00:00,train,support,google,gemini,enterprise,mobile,us,consumer,2529.78,299,671,970,383.43,0.00582,0,0.1,0.79,1742,2,0.953,-0.676,none,False,False,False,False,False,False,False,False
i0001293,s000080,u00201,2025-01-18 13:16:09+00:00,train,coding,google,gemini,enterprise,web,mena,smb,2902.59,245,606,851,293.19,0.001702,1,0.13,0.68,1897,0,0.506,-0.357,none,False,False,False,False,False,False,False,False
i0001294,s000085,u00189,2025-02-11 06:07:03+00:00,train,summarization,google,gemini,free,api,eu,consumer,1502.47,240,227,467,310.82,0.000934,0,1.19,0.93,1236,0,0.952,-0.062,none,False,False,False,False,False,False,False,False
i0001295,s000470,u00280,2025-02-19 20:22:40+00:00,test,coding,anthropic,claude,enterprise,api,mena,consumer,1815.53,369,263,632,348.11,0.002528,0,0.4,0.97,1037,1,0.904,0.835,none,False,False,False,False,False,False,False,False
i0001296,s000477,u00255,2025-01-29 04:06:32+00:00,train,summarization,local,llama,enterprise,mobile,eu,smb,1716.07,124,264,388,226.1,0.001552,1,0.42,0.76,1580,1,0.576,0.357,none,False,False,False,False,False,False,False,False
i0001297,s000111,u00084,2025-01-16 15:14:47+00:00,test,summarization,anthropic,claude,free,mobile,mena,smb,2533.31,147,497,644,254.21,0.001288,0,0.3,0.78,1453,1,0.508,0.813,none,False,False,False,False,False,False,False,False
i0001298,s000098,u00205,2025-02-12 12:09:49+00:00,train,search,local,llama,enterprise,mobile,eu,enterprise,1704.13,264,444,708,415.46,0.001416,2,0.78,0.99,1581,2,0.31,0.127,latency_timeout,True,False,False,False,False,False,False,True
i0001299,s000028,u00247,2025-01-12 14:41:10+00:00,train,coding,google,gemini,enterprise,web,mena,enterprise,1772.72,212,561,773,436.05,0.003092,0,0.57,0.66,673,2,0.352,0.201,hallucination,True,False,False,True,False,False,False,False
i0001300,s000480,u00033,2025-03-01 02:42:18+00:00,train,analytics,local,llama,pro,web,us,enterprise,2741.36,392,662,1054,384.48,0.006324,1,0.95,0.92,1862,1,0.386,0.499,none,False,False,False,False,False,False,False,False
i0001301,s000354,u00131,2025-01-20 11:11:50+00:00,val,support,google,gemini,enterprise,mobile,apac,smb,1461.72,61,286,347,237.39,0.000694,1,0.61,0.83,199,2,0.576,0.094,none,False,False,False,False,False,False,False,False
i0001302,s000381,u00002,2025-01-22 15:01:30+00:00,test,search,openai,gpt,pro,mobile,eu,smb,2133.23,84,470,554,259.7,0.002216,0,0.02,0.95,307,1,0.498,-0.175,none,False,False,False,False,False,False,False,False
i0001303,s000146,u00257,2025-02-13 08:10:57+00:00,train,analytics,anthropic,claude,free,web,mena,enterprise,2363.77,163,360,523,221.26,0.001046,1,0.58,0.72,1385,0,0.84,-0.694,none,False,False,False,False,False,False,False,False
i0001304,s000321,u00097,2025-01-01 20:59:51+00:00,train,analytics,openai,gpt,pro,web,apac,smb,2139.05,205,669,874,408.59,0.003496,0,0.07,0.72,1225,0,0.437,-0.159,none,False,False,False,False,False,False,False,False
i0001305,s000030,u00134,2025-01-13 12:42:31+00:00,test,search,google,gemini,pro,mobile,us,consumer,1949.18,360,260,620,318.08,0.00248,0,0.99,0.73,1191,0,0.54,0.702,none,False,False,False,False,False,False,False,False
i0001306,s000339,u00061,2025-01-08 08:42:01+00:00,train,summarization,anthropic,claude,free,web,us,enterprise,1383.49,217,147,364,263.1,0.002184,1,0.14,0.61,1873,0,0.298,0.956,none,False,False,False,False,False,False,False,False
i0001307,s000290,u00143,2025-01-24 00:44:22+00:00,val,search,anthropic,claude,pro,api,mena,consumer,1552.85,197,277,474,305.24,0.001896,1,0.26,0.67,1800,2,0.417,-0.264,none,False,False,False,False,False,False,False,False
i0001308,s000166,u00245,2025-02-03 04:02:37+00:00,train,summarization,local,llama,enterprise,api,mena,smb,1635.85,100,440,540,330.1,0.00108,0,0.55,1.0,1508,1,0.826,-0.84,none,False,False,False,False,False,False,False,False
i0001309,s000356,u00298,2025-01-11 11:26:17+00:00,val,search,google,gemini,enterprise,api,eu,enterprise,3188.59,196,668,864,270.97,0.001728,3,0.23,0.7,444,1,0.766,0.756,none,False,False,False,False,False,False,False,False
i0001310,s000324,u00275,2025-01-21 09:36:02+00:00,val,analytics,openai,gpt,enterprise,web,us,enterprise,1728.81,231,583,814,470.85,0.004884,0,0.65,0.61,313,1,0.522,0.242,none,False,False,False,False,False,False,False,False
i0001311,s000220,u00271,2025-02-16 20:54:58+00:00,train,search,anthropic,claude,pro,api,mena,enterprise,1308.57,250,32,282,215.5,0.000564,0,0.55,0.71,396,0,0.662,-0.608,none,False,False,False,False,False,False,False,False
i0001312,s000094,u00117,2025-02-26 18:51:47+00:00,train,summarization,google,gemini,enterprise,web,mena,smb,1517.9,258,366,624,411.09,0.002496,0,1.14,0.76,1306,2,0.567,-1.0,none,False,False,False,False,False,False,False,False
i0001313,s000012,u00293,2025-01-01 03:48:55+00:00,val,support,openai,gpt,enterprise,api,us,smb,1837.58,194,128,322,175.23,0.000644,0,0.11,0.82,1496,0,0.916,-0.378,none,False,False,False,False,False,False,False,False
i0001314,s000469,u00055,2025-02-07 14:11:44+00:00,train,summarization,local,llama,enterprise,web,apac,consumer,1429.61,96,266,362,253.22,0.000724,0,0.69,0.63,1663,1,0.516,-0.078,none,False,False,False,False,False,False,False,False
i0001315,s000141,u00295,2025-01-02 10:54:20+00:00,train,summarization,local,llama,enterprise,api,apac,smb,1618.06,94,661,755,466.61,0.00302,0,0.86,0.92,325,2,0.778,-0.491,none,False,False,False,False,False,False,False,False
i0001316,s000151,u00257,2025-02-01 02:25:38+00:00,train,summarization,local,llama,enterprise,web,eu,smb,2208.24,95,689,784,355.03,0.001568,0,0.15,0.93,655,2,0.375,0.615,none,False,False,False,False,False,False,False,False
i0001317,s000341,u00191,2025-02-22 15:58:54+00:00,test,analytics,local,llama,pro,api,mena,consumer,1199.7,262,124,386,321.75,0.002316,0,0.76,0.69,777,1,0.547,-0.288,none,False,False,False,False,False,False,False,False
i0001318,s000128,u00230,2025-02-17 12:53:32+00:00,train,search,local,llama,enterprise,mobile,apac,consumer,1516.02,348,115,463,305.4,0.000926,0,1.04,0.92,1342,2,0.623,0.207,none,False,False,False,False,False,False,False,False
i0001319,s000188,u00115,2025-01-14 02:05:56+00:00,train,coding,local,llama,pro,web,eu,enterprise,2393.82,357,493,850,355.08,0.0017,0,0.95,0.74,217,0,0.284,1.0,formatting_error,True,False,False,False,False,True,False,False
i0001320,s000356,u00298,2025-01-16 11:14:02+00:00,val,summarization,google,gemini,enterprise,web,us,smb,1600.85,152,299,451,281.73,0.000902,0,1.12,0.77,1741,0,0.67,0.27,none,False,False,False,False,False,False,False,False
i0001321,s000298,u00132,2025-02-17 17:33:36+00:00,train,summarization,openai,gpt,enterprise,mobile,eu,smb,1731.16,68,314,382,220.66,0.000764,0,0.86,0.97,282,1,0.66,0.131,none,False,False,False,False,False,False,False,False
i0001322,s000329,u00043,2025-02-19 07:51:02+00:00,test,analytics,google,gemini,pro,api,eu,enterprise,2031.3,266,613,879,432.73,0.003516,1,0.47,0.96,1133,0,0.327,0.144,none,False,False,False,False,False,False,False,False
i0001323,s000003,u00197,2025-01-17 08:33:55+00:00,train,coding,anthropic,claude,enterprise,api,apac,enterprise,2088.71,53,646,699,334.66,0.001398,1,1.1,0.75,1919,0,0.999,0.601,none,False,False,False,False,False,False,False,False
i0001324,s000226,u00092,2025-01-01 02:38:37+00:00,train,support,anthropic,claude,enterprise,mobile,us,enterprise,2632.79,265,632,897,340.7,0.001794,1,0.27,0.8,500,2,0.274,0.527,none,False,False,False,False,False,False,False,False
i0001325,s000238,u00130,2025-01-27 04:54:14+00:00,train,coding,local,llama,pro,api,apac,enterprise,2274.02,177,552,729,320.58,0.004374,2,0.7,0.71,1447,2,0.916,-0.402,none,False,False,False,False,False,False,False,False
i0001326,s000317,u00220,2025-02-07 23:32:48+00:00,val,analytics,google,gemini,enterprise,mobile,eu,consumer,2343.48,342,686,1028,438.66,0.002056,0,0.92,0.81,1183,0,0.593,-0.047,none,False,False,False,False,False,False,False,False
i0001327,s000076,u00143,2025-01-27 14:53:57+00:00,train,search,google,gemini,enterprise,web,eu,enterprise,2222.18,265,509,774,348.31,0.001548,0,1.05,0.87,1702,0,0.378,-0.2,hallucination,True,False,False,True,False,False,False,False
i0001328,s000080,u00201,2025-02-26 04:13:30+00:00,train,coding,openai,gpt,free,web,eu,enterprise,2970.98,306,621,927,312.02,0.005562,0,1.1,0.64,1256,1,0.29,0.03,none,False,False,False,False,False,False,False,False
i0001329,s000382,u00282,2025-02-18 11:35:09+00:00,val,support,openai,gpt,free,api,us,smb,1333.71,186,387,573,429.63,0.002292,2,0.1,0.97,1756,0,0.76,1.0,none,False,False,False,False,False,False,False,False
i0001330,s000337,u00289,2025-02-17 04:37:32+00:00,train,coding,google,gemini,pro,api,mena,consumer,1518.55,342,54,396,260.78,0.000792,0,0.87,0.89,901,0,0.804,0.57,none,False,False,False,False,False,False,False,False
i0001331,s000406,u00151,2025-01-02 10:37:32+00:00,train,support,openai,gpt,free,api,mena,smb,2272.88,229,575,804,353.74,0.004824,0,0.24,0.64,442,2,0.739,0.152,none,False,False,False,False,False,False,False,False
i0001332,s000136,u00092,2025-02-21 03:29:38+00:00,test,analytics,local,llama,enterprise,mobile,eu,smb,2708.61,265,652,917,338.55,0.003668,0,0.93,0.95,1432,2,0.536,0.947,none,False,False,False,False,False,False,False,False
i0001333,s000499,u00278,2025-02-15 14:51:04+00:00,val,analytics,google,gemini,enterprise,mobile,us,consumer,1489.21,169,232,401,269.27,0.000802,0,0.84,0.9,1985,2,0.338,0.313,none,False,False,False,False,False,False,False,False
i0001334,s000137,u00181,2025-01-24 13:41:04+00:00,val,analytics,google,gemini,free,api,apac,consumer,1438.83,201,311,512,355.85,0.001024,0,0.22,0.73,959,0,0.832,-0.783,none,False,False,False,False,False,False,False,False
i0001335,s000326,u00070,2025-02-05 15:12:08+00:00,train,analytics,openai,gpt,free,api,mena,enterprise,2096.13,342,409,751,358.28,0.004506,1,1.0,0.81,1702,2,0.897,1.0,none,False,False,False,False,False,False,False,False
i0001336,s000082,u00132,2025-02-19 10:38:53+00:00,train,search,openai,gpt,pro,mobile,eu,smb,1883.47,181,463,644,341.92,0.001288,1,0.55,0.94,1812,0,0.513,0.106,none,False,False,False,False,False,False,False,False
i0001337,s000460,u00032,2025-02-24 06:51:48+00:00,train,coding,anthropic,claude,enterprise,api,mena,consumer,2018.53,47,478,525,260.09,0.00315,0,0.65,0.99,1367,2,0.873,-1.0,none,False,False,False,False,False,False,False,False
i0001338,s000167,u00097,2025-02-03 05:59:21+00:00,train,coding,openai,gpt,free,api,us,enterprise,1390.55,176,288,464,333.68,0.000928,0,1.17,0.71,1647,1,0.708,-0.76,none,False,False,False,False,False,False,False,False
i0001339,s000402,u00234,2025-01-03 05:09:48+00:00,test,support,openai,gpt,pro,mobile,mena,enterprise,1816.07,181,601,782,430.6,0.001564,0,0.79,0.86,1208,0,0.622,0.877,none,False,False,False,False,False,False,False,False
i0001340,s000166,u00245,2025-02-07 10:18:22+00:00,train,analytics,google,gemini,free,mobile,eu,consumer,2130.71,190,573,763,358.1,0.004578,0,0.71,0.94,1673,2,0.688,-0.75,none,False,False,False,False,False,False,False,False
i0001341,s000396,u00263,2025-02-10 10:50:06+00:00,test,coding,local,llama,pro,api,us,consumer,1885.31,65,660,725,384.55,0.00435,1,0.02,1.0,773,1,0.286,1.0,none,False,False,False,False,False,False,False,False
i0001342,s000228,u00174,2025-01-04 16:09:52+00:00,train,summarization,openai,gpt,pro,api,mena,enterprise,1330.12,86,411,497,373.65,0.000994,0,0.24,0.63,1138,0,0.3,0.249,none,False,False,False,False,False,False,False,False
i0001343,s000032,u00069,2025-02-19 01:15:30+00:00,train,analytics,google,gemini,free,mobile,us,consumer,1431.7,156,72,228,159.25,0.000456,0,0.03,0.8,277,2,0.781,0.628,none,False,False,False,False,False,False,False,False
i0001344,s000096,u00087,2025-01-13 06:45:38+00:00,val,analytics,local,llama,free,mobile,apac,enterprise,2020.46,192,594,786,389.02,0.003144,0,0.4,0.95,504,2,0.976,0.046,none,False,False,False,False,False,False,False,False
i0001345,s000342,u00088,2025-02-23 20:27:46+00:00,train,coding,google,gemini,pro,web,us,smb,996.02,50,74,124,124.5,0.000496,0,0.41,0.6,1239,1,0.606,0.514,none,False,False,False,False,False,False,False,False
i0001346,s000097,u00072,2025-02-03 21:57:57+00:00,test,analytics,anthropic,claude,enterprise,api,apac,enterprise,1450.47,180,151,331,228.2,0.000662,0,0.64,0.77,1518,1,0.243,0.39,none,False,False,False,False,False,False,False,False
i0001347,s000138,u00010,2025-01-20 22:20:30+00:00,test,summarization,anthropic,claude,free,web,eu,consumer,1788.74,155,213,368,205.73,0.000736,0,0.83,0.83,185,0,0.254,0.177,none,False,False,False,False,False,False,False,False
i0001348,s000271,u00089,2025-01-04 07:21:08+00:00,test,search,anthropic,claude,pro,api,mena,enterprise,1192.59,52,145,197,165.19,0.001182,1,0.22,0.81,260,1,0.574,-0.439,none,False,False,False,False,False,False,False,False
i0001349,s000127,u00024,2025-01-02 03:17:28+00:00,test,search,google,gemini,pro,mobile,apac,consumer,1593.09,130,512,642,402.99,0.001284,0,0.72,0.89,140,2,0.726,0.415,none,False,False,False,False,False,False,False,False
i0001350,s000065,u00124,2025-02-14 04:45:22+00:00,train,support,local,llama,free,web,apac,smb,1035.31,139,319,458,442.38,0.000916,0,1.1,0.63,1121,1,0.324,-0.89,none,False,False,False,False,False,False,False,False
i0001351,s000313,u00036,2025-01-23 03:09:53+00:00,val,support,google,gemini,free,web,eu,enterprise,1275.31,91,169,260,203.87,0.00052,0,0.22,0.91,771,2,0.226,0.759,none,False,False,False,False,False,False,False,False
i0001352,s000345,u00272,2025-02-20 22:54:34+00:00,train,summarization,google,gemini,free,api,eu,consumer,1572.2,310,23,333,211.81,0.000666,0,0.79,0.71,229,0,0.784,0.318,none,False,False,False,False,False,False,False,False
i0001353,s000367,u00141,2025-01-14 21:12:04+00:00,val,summarization,local,llama,pro,web,mena,enterprise,1324.4,66,167,233,175.93,0.000932,0,0.05,0.93,1651,0,0.317,0.479,none,False,False,False,False,False,False,False,False
i0001354,s000472,u00242,2025-02-25 19:27:12+00:00,train,support,local,llama,free,web,apac,enterprise,1693.82,248,491,739,436.29,0.001478,1,0.64,0.77,1142,0,0.551,-1.0,none,False,False,False,False,False,False,False,False
